Product Name,URL,Price
"Cero Iso Propyl Alcohol 99 Percent Pure [(Ch3)2-Ch-Oh] Cas: 67-63-0 (250ml), Clear",/Cero-Propyl-Alcohol-Percent-2-Ch-Oh/dp/B01FD6EMNG/ref=sr_1_78?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462472&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-78,209
Lenovo Ideapad 130 (Core i3 - 6th Gen/4 GB RAM/1 TB HDD/39.624 cm (15.6 inch)/DOS) 81H70051IN (Black 2.2 Kg) No ODD,/Lenovo-Ideapad-130-Core-81H70051IN/dp/B07J5FKHB6/ref=sr_1_79?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462472&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-79,"23,762"
Dell Vostro 3568 Intel Core i3 6th Gen 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/MS Office/ Black/ 2.18 kg) (8X6J5),/Dell-Vostro-15-6-inch-Laptop-Windows/dp/B06Y3KJ2Z5/ref=sr_1_80?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462472&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-80,"30,500"
"Popsugar Polly Pocket Learning Laptop, Blue",/Popsugar-Polly-Pocket-Learning-Laptop/dp/B07NLCKX8B/ref=sr_1_81?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462472&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-81,299
Dell MS116 1000DPI USB Wired Optical Mouse,/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=sr_1_82?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462472&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-82,289
Dell MS116 1000DPI USB Wired Optical Mouse,/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=sr_1_83?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-83,289
"Chris & Kate Multi-use, Multi-Way Blue Laptop Bag, Messenger Bag, Backpack, Sling Bag, Shoulder Bag, Laptop Messenger Bag",/Chris-Kate-Multi-use-Multi-Way-Messenger/dp/B07L3YX6WT/ref=sr_1_84?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-84,899
"Popsugar Polly Pocket Learning Laptop, Blue",/Popsugar-Polly-Pocket-Learning-Laptop/dp/B07NLCKX8B/ref=sr_1_85?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-85,299
AmazonBasics 13.3-inch Laptop Sleeve (Grey),/AmazonBasics-13-3-inch-Laptop-Sleeve-Grey/dp/B011J4CEP4/ref=sr_1_86?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-86,649
Lenovo GX40Q17227 15.6-inch Casual Laptop Backpack (Grey),/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_87?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-87,789
Official Merchandise CelfiDesign Radiate - Skin for Lenovo Thinkpad L440,/Official-Merchandise-CelfiDesign-Radiate-Thinkpad/dp/B07K46T99K/ref=sr_1_88?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-88,799
Generic Laptop 15.6 Inch Screen Guard,/Generic-Laptop-15-6-Screen-Guard/dp/B00ISVZPMG/ref=sr_1_89?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-89,155
"ASUS VivoBooK Intel Core i3 7th Gen 14-inch Thin and Light Laptop (4GB/1TB HDD/Windows 10/Stary Gray/1.55 Kg), X407UA-BV345T",/VivoBooK-14-inch-Laptop-Windows-X407UA-BV345T/dp/B07HBK27N2/ref=sr_1_90?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-90,"27,490"
N M Z Mini USB Vacuum Cleaner Brush Dust Cleaning Kit for Computer Keyboard PC Laptop,/Vacuum-Cleaner-Cleaning-Computer-Keyboard/dp/B07L2ZMQWJ/ref=sr_1_91?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-91,280
"Aeoss Felt Bedside Caddy Bedside Storage Organizer Bed Caddy for Remote Control, Tablet, Laptop, Glasses, Mobile Phone, Book, Magazines- with 4 Pockets (Black)",/Aeoss-Bedside-Storage-Organizer-Magazines/dp/B07N68874B/ref=sr_1_92?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-92,449
ADISA BP005 Navy Blue Light Weight 35 Ltrs Casual Laptop Backpack,/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_93?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-93,599
Starboy Premium Design Polyester Laptop Bag - 15.6 Inch,/Starboy-Premium-Design-Polyester-Laptop/dp/B07P6FY9QD/ref=sr_1_94?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-94,850
Deals Outlet Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women (Black),/Deals-Outlet-Backpack-Charging-Waterproof/dp/B07PPD5C7R/ref=sr_1_95?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-95,"1,099"
"Dell Inspiron 15 AMD E2-9000 7th Gen (4GB/1TB/Windows 10 / with Pre Loaded MS Office/Integrated Graphics/Black), 15 Inch 3565",/Dell-Inspiron-3565-Integrated-Preloaded/dp/B078W4KJXK/ref=sr_1_96?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-96,"25,989"
Clublaptop Reversible 15.6-inch Laptop Sleeve,/Clublaptop-Reversible-15-6-inch-Laptop-Sleeve/dp/B00C3GBCIS/ref=sr_1_97?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-97,89
AmazonBasics Laptop Stand (Black)- Suitable for laptops up to 14 inches,/AmazonBasics-Laptop-Suitable-laptops-inches/dp/B00WRDRRWW/ref=sr_1_98?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462476&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-98,799
"Lenovo Ideapad 130 Intel Core I3 6th Gen 15.6-inch HD Laptop ( 4GB RAM / 1TB HDD / DOS / 2GB MX110 Graphics / Black / 2.1Kg ), 81H70056IN",/Lenovo-Processor-15-6-inch-Graphics-81H70056IN/dp/B07HBCSV3Q/ref=sr_1_99?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462480&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-99,"27,430"
"Bespeco LPS100 Laptop and Projector Stand, Black",/Bespeco-LPS100-Laptop-Projector-Stand/dp/B00M7XHJKC/ref=sr_1_100?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462480&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-100,
"Lenovo Ideapad 330 Intel Core I3 7th Gen 15.6-inch HD Laptop (4GB RAM/1TB HDD/DOS/Platinum Grey/2.2Kg),81DE00GFIN",/Lenovo-330-15IKB-81DE00GFIN-15-6-inch-Integrated/dp/B07DXCR36Q/ref=sr_1_101?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462480&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-101,"27,490"
"Lenovo Ideapad 330 Intel Core i3 7th Gen 15.6-inch Full HD Laptop (4GB RAM/1 TB HDD/Windows 10 Home/MS Office H&S 2016/Onyx Black/2.2 kg/with DVD Drive), 81DC00NDIN",/Lenovo-Ideapad-15-6-inch-Windows-81DC00NDIN/dp/B07KYN4MPT/ref=sr_1_102?crid=15INFDM7Y2K5T&keywords=laptops+under+40000+rupees&qid=1559462480&s=gateway&sprefix=laptops%2Caps%2C310&sr=8-102,"30,990"
